text,keyword,target
earthquake sismo m occurred  km e of arica chile  min ago local time  more info at , Earthquake,1
mind racing cant sleep so im reading wild shit on the internet about what kinds and magnitude of events could cause global societal or economic collapseits comforting shut up its a trauma thingifyouknowyouknow, Collapse,1
ethiopia which is the secondmostpopulous nation in africa is also facing its worst drought in  years according to united nations officialsallowaccesstotigraydeclaretigrayfamine     , Drought,1
in the morning a powerful explosion rang out in the temporarily occupied enerhodar  russian mass mediaaccording to available information the car exploded at least one person died , Explosion,1
flood remix  jars of clay on ,Flood,1
faulty design and sub standard construction caused collapse of building , Collapse,1
my latest anabranchtalyawalka flood update  ,Flood,1
man i hope deer and someone in wavve who responsible for this trauma have typhoon diarrhea, Typhoon,1
pakistan economy on brink of collapse blackouts currency dives and corruption, Collapse,1
           nobody can question the great and pious sacrifice of these sons of ours people are questioning ayub khan yahya zia mushi shuja pasha amp faiz hameed etc and the question is valid as we are on the verge of collapse allah raham farmaye, Collapse,1
revealed during crossexamination if you decide to be a witness in a major case like this good criminal lawyers defending an accused will dig into your life to show that you are not credible witnesses must think twice before putting themselves forward, Major criminal case,1
   sa varsity fees are higha move designed by white owners to keep blacks like you ignorant by not attaining education which is clearly showing on youif zimbabweans flood expensive sa universities it means our people are doing well economically inorder to afford such,Flood,1
it has been amazing to see what treasures surface when lakes and rivers dry up but its crucial to remember that drought is a global health emergency heres one surprising approach to expanding access to clean water from , Drought,1
departurearrival is rogue zk eurofighter typhoon fgr of royal air force of united kingdom at ft amslegxwinfogroup robot  , Typhoon,1
   gas can never collapse, Collapse,1
when builders create tools that work together in harmony the whole ecosystem wins check out the latest  blog about the defi explosion on multiversx  , Explosion,1
departurearrival is rogue zk eurofighter typhoon fgr of royal air force of united kingdom at ft amslegxwinfogroup robot  , Typhoon,1
 drought tolerant crops need to grow normally to the point of flowering once they flower and theres no rainfall or irrigation the farmer is assured of harvesting something, Drought,1
i just noticed this  earthquake in tarapaca chile using earthquake  , Earthquake,1
earthquake gempa m strikes  km s of jember indonesia  min ago more info , Earthquake,1
ethnic cleansing is being carried out against our compatriots in khoyazerbaijanis whose houses were destroyed in the earthquake in iran are forced to spend the night on the streetshoydepremi unicef humanrights un bbc cnn bbcworld , Earthquake,1
                 earthquake khoy northwest iran ordinary people are continuing to send supplies to help the needy in this earthquakehit city there have been numerous reports of theft and corruption by officials which hinders peoples aid, Earthquake,1
strange happening in rusoccupied sevastopol last night explosionsflashes were heardseen and windows and walls shook near sevastopol heard in inkerman ridne fiolent and orlivka could be a gas explosion osint ukraine ukrainewar , Explosion,1
accident left lane blocked us  at indian trail road, Road accident,1
its a real kick in the guts sa shack owners take first glimpse at floodaffected homes ,Flood,1
theres an accident on crain highway nb at johns hopkins road stay alert  wbaltv , Road accident,1
jesus send the flood ,Flood,1
fforfebmusicchallenge day female artist with firstlast name beginning with fandei i walked  flora purim  octaves of vocal joy this cover by flora purim is a funkjazz explosion  also featuring george duke and alphonso johnson , Explosion,1
 same its gonna be gradual visual explosion, Explosion,1
heck dumping just the blast of an explosion is simple enough, Explosion,1
  oh yes i know its just hard to get a picture of where its best served i guess two cool orgs doing great work for flood affected families nearish youdonate to acts of roskill kindness bank account or ,Flood,1
